,ImageId,BuildingId,PolygonWKT_Pix,PolygonWKT_Geo,geometry,iou_score
10,AOI_2_Vegas_img3457,11,"POLYGON ((324.42 373.42 0,324.23 368.6 0,366.64 367.49 0,364.64 317.43 0,316.98 318.67 0,317.9 341.53 0,307.94 341.79 0,308.25 349.6 0,296.07 349.91 0,297.03 374.13 0,324.42 373.42 0))","POLYGON ((-115.217136668999956 36.181694463000042 0,-115.217210610999985 36.18169253800005 0,-115.217213223999977 36.18175793100005 0,-115.21718032 36.181758788000025 0,-115.217181162999964 36.181779856000048 0,-115.217154278999942 36.181780556000035 0,-115.217156745999944 36.181842278000033 0,-115.217028072999938 36.181845628000076 0,-115.217022670999938 36.181710464000048 0,-115.21713719 36.181707482000036 0,-115.217136668999956 36.181694463000042 0))","POLYGON Z ((324.42 373.42 0, 324.23 368.6 0, 366.64 367.49 0, 364.64 317.43 0, 316.98 318.67 0, 317.9 341.53 0, 307.94 341.79 0, 308.25 349.6 0, 296.07 349.91 0, 297.03 374.13 0, 324.42 373.42 0))",0.7009871867920193
11,AOI_2_Vegas_img3457,12,"POLYGON ((62.56 252.91 0,0.0 251.95 0,0.0 302.69 0,49.53 303.45 0,50.14 277.44 0,61.97 277.62 0,62.56 252.91 0))","POLYGON ((-115.217843696999978 36.182019841000056 0,-115.21784527599999 36.181953126000053 0,-115.21787722 36.18195361800008 0,-115.21787888199998 36.181883386000038 0,-115.218012599821591 36.181885447936899 0,-115.218012599821591 36.182022445894503 0,-115.217843696999978 36.182019841000056 0))","POLYGON Z ((62.56 252.91 0, 0 251.95 0, 0 302.69 0, 49.53 303.45 0, 50.14 277.44 0, 61.97 277.62 0, 62.56 252.91 0))",0.7702480026439098
12,AOI_2_Vegas_img3457,13,"POLYGON ((168.31 303.79 0,167.72 274.94 0,179.1 274.79 0,178.61 250.88 0,146.31 251.31 0,146.52 261.27 0,107.49 261.79 0,108.36 304.59 0,168.31 303.79 0))","POLYGON ((-115.21755817199994 36.181882463000079 0,-115.217720016999976 36.181880303000071 0,-115.217722383999956 36.181995872000073 0,-115.217617000999951 36.18199727800004 0,-115.217617551999979 36.182024173000059 0,-115.217530348999958 36.182025336000038 0,-115.217529026999955 36.181960762000074 0,-115.217559767999944 36.181960351000043 0,-115.21755817199994 36.181882463000079 0))","POLYGON Z ((168.31 303.79 0, 167.72 274.94 0, 179.1 274.79 0, 178.61 250.88 0, 146.31 251.31 0, 146.52 261.27 0, 107.49 261.79 0, 108.36 304.59 0, 168.31 303.79 0))",0.7946446059847826
13,AOI_2_Vegas_img3457,14,"POLYGON ((401.28 242.41 0,391.84 241.91 0,390.77 254.9 0,400.2 255.41 0,401.28 242.41 0))","POLYGON ((-115.216929151999977 36.182048185000042 0,-115.21693205 36.182013106000056 0,-115.216957526999977 36.182014477000052 0,-115.216954628999986 36.182049556000038 0,-115.216929151999977 36.182048185000042 0))","POLYGON Z ((401.28 242.41 0, 391.84 241.91 0, 390.77 254.9 0, 400.2 255.41 0, 401.28 242.41 0))",0.0
14,AOI_2_Vegas_img3457,15,"POLYGON ((380.48 231.74 0,345.72 231.93 0,345.85 247.73 0,301.94 247.96 0,297.71 247.98 0,297.92 274.37 0,302.16 274.35 0,327.49 274.21 0,327.65 293.42 0,380.99 293.14 0,380.48 231.74 0))","POLYGON ((-115.216985290999958 36.182076990000041 0,-115.21698393 36.181911223000043 0,-115.217127948999973 36.181910453000057 0,-115.217128373999969 36.181962331000079 0,-115.21719677599998 36.181961966000074 0,-115.217208208999978 36.181961905000037 0,-115.217208792999941 36.182033145000048 0,-115.21719736099999 36.182033206000028 0,-115.21707880299999 36.182033840000031 0,-115.21707915199994 36.182076488000064 0,-115.216985290999958 36.182076990000041 0))","POLYGON Z ((380.48 231.74 0, 345.72 231.93 0, 345.85 247.73 0, 301.94 247.96 0, 297.71 247.98 0, 297.92 274.37 0, 302.16 274.35 0, 327.49 274.21 0, 327.65 293.42 0, 380.99 293.14 0, 380.48 231.74 0))",0.6877396015592816
15,AOI_2_Vegas_img3457,16,"POLYGON ((56.03 235.52 0,55.02 180.53 0,15.03 181.01 0,15.26 193.27 0,9.07 193.35 0,9.35 208.39 0,0.0 208.5 0,0.0 236.19 0,56.03 235.52 0))","POLYGON ((-115.21786132699998 36.182066807000069 0,-115.218012599821591 36.182064997877973 0,-115.218012599821591 36.182139748220848 0,-115.217987362999963 36.182140050000044 0,-115.217988108999975 36.182180660000029 0,-115.217971400999943 36.182180860000074 0,-115.217972007999947 36.182213969000031 0,-115.21786405099999 36.182215260000078 0,-115.21786132699998 36.182066807000069 0))","POLYGON Z ((56.03 235.52 0, 55.02 180.53 0, 15.03 181.01 0, 15.26 193.27 0, 9.07 193.35 0, 9.35 208.39 0, 0 208.5 0, 0 236.19 0, 56.03 235.52 0))",0.8216986318227297
16,AOI_2_Vegas_img3457,17,"POLYGON ((177.9 202.26 0,156.18 202.15 0,156.36 179.56 0,109.25 179.31 0,109.0 209.97 0,100.12 209.92 0,99.91 234.68 0,177.63 235.09 0,177.9 202.26 0))","POLYGON ((-115.217532275999986 36.182156590000034 0,-115.217533002999971 36.182067955000036 0,-115.217742834999967 36.182069076000062 0,-115.217742286999965 36.182135911000046 0,-115.217718308999963 36.182135782000046 0,-115.21771763 36.182218555000077 0,-115.217590421999944 36.182217875000049 0,-115.217590920999953 36.182156903000077 0,-115.217532275999986 36.182156590000034 0))","POLYGON Z ((177.9 202.26 0, 156.18 202.15 0, 156.36 179.56 0, 109.25 179.31 0, 109 209.97 0, 100.12 209.92 0, 99.91 234.68 0, 177.63 235.09 0, 177.9 202.26 0))",0.8229957939886354
17,AOI_2_Vegas_img3457,18,"POLYGON ((329.54 232.05 0,329.46 227.66 0,364.95 227.26 0,364.08 177.32 0,320.85 177.81 0,321.31 204.44 0,293.18 204.76 0,293.66 232.46 0,329.54 232.05 0))","POLYGON ((-115.217122847999974 36.182076173000041 0,-115.21721972099999 36.182075071000042 0,-115.21722102699999 36.182149842000058 0,-115.217145057999971 36.182150706000073 0,-115.217146312999944 36.182222614000068 0,-115.217029577999938 36.182223941000075 0,-115.217027224999981 36.182089111000039 0,-115.217123054999945 36.182088021000027 0,-115.217122847999974 36.182076173000041 0))","POLYGON Z ((329.54 232.05 0, 329.46 227.66 0, 364.95 227.26 0, 364.08 177.32 0, 320.85 177.81 0, 321.31 204.44 0, 293.18 204.76 0, 293.66 232.46 0, 329.54 232.05 0))",0.7086097569016502
18,AOI_2_Vegas_img3457,19,"POLYGON ((106.12 183.46 0,106.12 174.22 0,92.04 174.22 0,92.04 183.46 0,106.12 183.46 0))","POLYGON ((-115.21772607299999 36.18220735400007 0,-115.217764100999943 36.18220735400007 0,-115.217764100999943 36.182232293000027 0,-115.21772607299999 36.182232293000027 0,-115.21772607299999 36.18220735400007 0))","POLYGON Z ((106.12 183.46 0, 106.12 174.22 0, 92.04000000000001 174.22 0, 92.04000000000001 183.46 0, 106.12 183.46 0))",0.0
19,AOI_2_Vegas_img3457,20,"POLYGON ((148.67 159.67 0,147.83 143.73 0,181.55 142.58 0,179.67 106.78 0,107.84 109.24 0,109.8 146.6 0,86.83 147.39 0,87.58 161.76 0,148.67 159.67 0))","POLYGON ((-115.21761119699994 36.182271588000049 0,-115.217776120999986 36.182265947000076 0,-115.217778157999987 36.182304760000079 0,-115.217716137999957 36.182306881000045 0,-115.217721433999941 36.182407758000068 0,-115.21752749699999 36.182414391000066 0,-115.21752242299999 36.182317730000079 0,-115.217613455999981 36.182314617000031 0,-115.21761119699994 36.182271588000049 0))","POLYGON Z ((148.67 159.67 0, 147.83 143.73 0, 181.55 142.58 0, 179.67 106.78 0, 107.84 109.24 0, 109.8 146.6 0, 86.83 147.39 0, 87.58 161.76 0, 148.67 159.67 0))",0.48289772994961905
20,AOI_2_Vegas_img3457,21,"POLYGON ((372.49 104.12 0,289.43 104.56 0,289.61 125.9 0,300.24 125.84 0,300.47 153.54 0,362.23 153.22 0,362.0 125.92 0,372.66 125.87 0,372.49 104.12 0))","POLYGON ((-115.217006881999964 36.182421569000041 0,-115.217006406999985 36.182362861000058 0,-115.217035187999954 36.182362709000074 0,-115.217034590999958 36.182289015000038 0,-115.217201341999953 36.182288135000078 0,-115.217201947999968 36.182362928000032 0,-115.217230663999942 36.182362776000048 0,-115.21723113 36.182420386000047 0,-115.217006881999964 36.182421569000041 0))","POLYGON Z ((372.49 104.12 0, 289.43 104.56 0, 289.61 125.9 0, 300.24 125.84 0, 300.47 153.54 0, 362.23 153.22 0, 362 125.92 0, 372.66 125.87 0, 372.49 104.12 0))",0.7555968809328473
21,AOI_2_Vegas_img3457,22,"POLYGON ((9.42 102.04 0,0.0 101.92 0,0.0 161.97 0,57.54 162.7 0,58.56 110.44 0,9.27 109.81 0,9.42 102.04 0))","POLYGON ((-115.217987170999947 36.182427184000062 0,-115.217987582999967 36.182406224000033 0,-115.21785447799999 36.182404518000055 0,-115.217857253999966 36.182263398000032 0,-115.218012599821591 36.182265387663136 0,-115.218012599821591 36.18242750942143 0,-115.217987170999947 36.182427184000062 0))","POLYGON Z ((9.42 102.04 0, 0 101.92 0, 0 161.97 0, 57.54 162.7 0, 58.56 110.44 0, 9.27 109.81 0, 9.42 102.04 0))",0.7039614396761557
22,AOI_2_Vegas_img3457,23,"POLYGON ((79.4 99.18 0,79.4 89.59 0,70.16 89.59 0,70.16 99.18 0,79.4 99.18 0))","POLYGON ((-115.217798214999959 36.18243491800007 0,-115.217823170999964 36.18243491800007 0,-115.217823170999964 36.182460817000049 0,-115.217798214999959 36.182460817000049 0,-115.217798214999959 36.18243491800007 0))","POLYGON Z ((79.40000000000001 99.18000000000001 0, 79.40000000000001 89.59 0, 70.16 89.59 0, 70.16 99.18000000000001 0, 79.40000000000001 99.18000000000001 0))",0.6060585509864553
23,AOI_2_Vegas_img3457,24,"POLYGON ((583.77 61.96 0,546.46 62.58 0,546.97 82.56 0,553.12 82.46 0,553.33 90.94 0,584.49 90.43 0,583.77 61.96 0))","POLYGON ((-115.216436415999965 36.182535396000048 0,-115.21643447299999 36.18245853600007 0,-115.216518605999966 36.182457149000072 0,-115.216519184999981 36.182480067000029 0,-115.216535786999941 36.182479793000027 0,-115.216537150999955 36.182533737000028 0,-115.216436415999965 36.182535396000048 0))","POLYGON Z ((583.77 61.96 0, 546.46 62.58 0, 546.97 82.56 0, 553.12 82.45999999999999 0, 553.33 90.94 0, 584.49 90.43000000000001 0, 583.77 61.96 0))",0.6703215354533573
24,AOI_2_Vegas_img3457,25,"POLYGON ((650.0 147.27 0,650.0 59.74 0,601.57 59.74 0,601.57 111.46 0,568.47 111.46 0,568.47 147.27 0,650.0 147.27 0))","POLYGON ((-115.216257599818093 36.182305062000069 0,-115.216477730999941 36.182305062000069 0,-115.216477730999941 36.182401751000043 0,-115.216388363999954 36.182401751000043 0,-115.216388363999954 36.182541411000045 0,-115.216257599818093 36.182541411000045 0,-115.216257599818093 36.182305062000069 0))","POLYGON Z ((650 147.27 0, 650 59.74 0, 601.5700000000001 59.74 0, 601.5700000000001 111.46 0, 568.47 111.46 0, 568.47 147.27 0, 650 147.27 0))",0.6520543074631249
25,AOI_2_Vegas_img3457,26,"POLYGON ((68.4 38.78 0,3.9 38.07 0,3.4 67.46 0,0.0 67.43 0,0.0 91.27 0,49.19 91.81 0,49.69 62.72 0,67.99 62.92 0,68.4 38.78 0))","POLYGON ((-115.217827923999948 36.182597983000051 0,-115.217829030999951 36.182532822000042 0,-115.21787844499994 36.182533368000065 0,-115.21787977799994 36.182454807000056 0,-115.218012599821591 36.182456275648939 0,-115.218012599821591 36.182520647445202 0,-115.218003428999964 36.182520546000035 0,-115.218002080999952 36.182599908000043 0,-115.217827923999948 36.182597983000051 0))","POLYGON Z ((68.40000000000001 38.78 0, 3.9 38.07 0, 3.4 67.45999999999999 0, 0 67.43000000000001 0, 0 91.27 0, 49.19 91.81 0, 49.69 62.72 0, 67.98999999999999 62.92 0, 68.40000000000001 38.78 0))",0.8310821212182624
26,AOI_2_Vegas_img3457,27,"POLYGON ((385.87 43.57 0,363.07 43.25 0,363.29 33.05 0,326.62 32.53 0,326.2 51.91 0,307.39 51.65 0,307.11 64.21 0,294.16 64.02 0,293.66 87.08 0,384.9 88.37 0,385.87 43.57 0))","POLYGON ((-115.216970752999941 36.182585054000072 0,-115.21697336699998 36.182464111000058 0,-115.21721972099999 36.182467579000047 0,-115.217218376999938 36.182529837000061 0,-115.21718339 36.182529344000045 0,-115.217182656999967 36.182563256000037 0,-115.21713185599998 36.182562541000038 0,-115.217130724999947 36.182614871000055 0,-115.217031708999968 36.182613477000075 0,-115.217032304999975 36.182585920000065 0,-115.216970752999941 36.182585054000072 0))","POLYGON Z ((385.87 43.57 0, 363.07 43.25 0, 363.29 33.05 0, 326.62 32.53 0, 326.2 51.91 0, 307.39 51.65 0, 307.11 64.20999999999999 0, 294.16 64.02 0, 293.66 87.08 0, 384.9 88.37 0, 385.87 43.57 0))",0.7736462655792273
27,AOI_2_Vegas_img3457,28,"POLYGON ((130.9 29.9 0,113.29 29.9 0,113.29 39.85 0,106.69 39.85 0,106.69 72.18 0,144.54 72.18 0,144.54 91.36 0,179.76 91.36 0,179.76 67.56 0,166.55 67.56 0,166.55 39.49 0,130.9 39.49 0,130.9 29.9 0))","POLYGON ((-115.217659171999969 36.182621963000031 0,-115.217659171999969 36.182596064000052 0,-115.217562910999959 36.182596064000052 0,-115.217562910999959 36.182520287000045 0,-115.217527259999898 36.182520287000045 0,-115.217527259999898 36.182456020000075 0,-115.217622330999973 36.182456020000075 0,-115.217622330999973 36.182507818000033 0,-115.217724533999956 36.182507818000033 0,-115.217724533999956 36.182595106000065 0,-115.21770670799998 36.182595106000065 0,-115.21770670799998 36.182621963000031 0,-115.217659171999969 36.182621963000031 0))","POLYGON Z ((130.9 29.9 0, 113.29 29.9 0, 113.29 39.85 0, 106.69 39.85 0, 106.69 72.18000000000001 0, 144.54 72.18000000000001 0, 144.54 91.36 0, 179.76 91.36 0, 179.76 67.56 0, 166.55 67.56 0, 166.55 39.49 0, 130.9 39.49 0, 130.9 29.9 0))",0.7015900054404083
28,AOI_2_Vegas_img3457,29,"POLYGON ((337.84 24.97 0,337.84 16.09 0,327.27 16.09 0,327.27 24.97 0,337.84 24.97 0))","POLYGON ((-115.217100443999982 36.182635288000029 0,-115.217128964999972 36.182635288000029 0,-115.217128964999972 36.182659268000066 0,-115.217100443999982 36.182659268000066 0,-115.217100443999982 36.182635288000029 0))","POLYGON Z ((337.84 24.97 0, 337.84 16.09 0, 327.27 16.09 0, 327.27 24.97 0, 337.84 24.97 0))",0.0
29,AOI_2_Vegas_img3457,30,"POLYGON ((67.97 12.23 0,67.6 -0.0 0,51.97 -0.0 0,52.36 12.55 0,67.97 12.23 0))","POLYGON ((-115.217829072999962 36.182669667000027 0,-115.217871234999961 36.182668827000043 0,-115.217872271975864 36.18270269983821 0,-115.21783008340249 36.18270269983821 0,-115.217829072999962 36.182669667000027 0))","POLYGON Z ((67.97 12.23 0, 67.59999999999999 -0 0, 51.97 -0 0, 52.36 12.55 0, 67.97 12.23 0))",0.0
30,AOI_2_Vegas_img3457,31,"POLYGON ((44.44 -0.0 0,11.65 -0.0 0,11.85 14.04 0,44.63 13.74 0,44.44 -0.0 0))","POLYGON ((-115.217892623097768 36.18270269983821 0,-115.21789209799999 36.182665607000047 0,-115.217980600999965 36.182664790000047 0,-115.217981137925307 36.18270269983821 0,-115.217892623097768 36.18270269983821 0))","POLYGON Z ((44.44 -0 0, 11.65 -0 0, 11.85 14.04 0, 44.63 13.74 0, 44.44 -0 0))",0.530201633205296
31,AOI_2_Vegas_img3457,32,"POLYGON ((169.61 -0.0 0,110.63 -0.0 0,110.99 18.35 0,157.19 17.75 0,156.88 1.63 0,156.87 1.4 0,169.63 1.23 0,169.61 -0.0 0))","POLYGON ((-115.217554658840029 36.18270269983821 0,-115.217554592999988 36.182699371000069 0,-115.217589047999979 36.182698927000047 0,-115.21758903599999 36.182698286000061 0,-115.217588174999946 36.182654766000041 0,-115.217712924999944 36.18265315900004 0,-115.217713904619245 36.18270269983821 0,-115.217554658840029 36.18270269983821 0))","POLYGON Z ((169.61 -0 0, 110.63 -0 0, 110.99 18.35 0, 157.19 17.75 0, 156.88 1.63 0, 156.87 1.4 0, 169.63 1.23 0, 169.61 -0 0))",0.8654193502744998
32,AOI_2_Vegas_img3457,33,"POLYGON ((355.98 -0.0 0,317.43 -0.0 0,317.43 8.21 0,355.98 8.21 0,355.98 -0.0 0))","POLYGON ((-115.21705144399999 36.18270269983821 0,-115.21705144399999 36.182680523000045 0,-115.21715554799999 36.182680523000045 0,-115.21715554799999 36.18270269983821 0,-115.21705144399999 36.18270269983821 0))","POLYGON Z ((355.98 -0 0, 317.43 -0 0, 317.43 8.210000000000001 0, 355.98 8.210000000000001 0, 355.98 -0 0))",0.49040778379315847
33,AOI_2_Vegas_img3457,34,"POLYGON ((650.0 31.29 0,650 0 0,566.98 -0.0 0,567.34 31.9 0,650.0 31.29 0))","POLYGON ((-115.216257599818093 36.182618216998584 0,-115.216480781999962 36.182616579000069 0,-115.21648175195908 36.18270269983821 0,-115.216257599818093 36.18270269983821 0,-115.216257599818093 36.182618216998584 0))","POLYGON Z ((650 31.29 0, 650 0 0, 566.98 -0 0, 567.34 31.9 0, 650 31.29 0))",0.7223641975150352
34,AOI_2_Vegas_img5979,1,"POLYGON ((650.0 132.22 0,650 0 0,482.84 -0.0 0,482.84 132.22 0,650.0 132.22 0))","POLYGON ((-115.160097599706134 36.171815699000035 0,-115.160548934999952 36.171815699000035 0,-115.160548934999952 36.172172699817217 0,-115.160097599706134 36.172172699817217 0,-115.160097599706134 36.171815699000035 0))","POLYGON Z ((650 132.22 0, 650 0 0, 482.84 -0 0, 482.84 132.22 0, 650 132.22 0))",0.770812603972309
