ImageId,BuildingId,PolygonWKT_Pix,PolygonWKT_Geo
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,22,"POLYGON ((487.08 158.93, 510.80 136.48, 557.55 185.39, 533.83 207.86, 487.08 158.93))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,23,"POLYGON ((272.75 138.17, 278.76 125.18, 283.79 124.26, 287.47 117.19, 297.89 122.57, 297.41 126.55, 298.72 130.69, 306.06 133.94, 311.49 132.81, 313.73 136.10, 310.84 141.35, 306.98 142.33, 304.42 145.35, 291.10 138.90, 293.15 134.69, 290.62 130.23, 286.29 128.39, 280.17 130.23, 278.79 136.57, 279.99 141.49, 272.75 138.17))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,24,"POLYGON ((593.72 470.20, 637.72 519.60, 615.80 538.96, 579.92 498.68, 573.87 504.00, 565.75 494.89, 593.72 470.20))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,25,"POLYGON ((715.23 492.01, 770.00 451.95, 813.62 414.14, 834.44 431.66, 832.45 433.49, 797.60 470.69, 798.95 474.27, 788.92 482.56, 783.77 481.08, 740.14 519.81, 715.23 492.01))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,26,"POLYGON ((648.04 452.41, 666.87 435.15, 701.60 472.65, 670.22 470.74, 668.52 463.59, 660.83 457.79, 648.04 452.41))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,27,"POLYGON ((571.40 394.03, 584.01 397.04, 589.66 443.18, 586.08 457.96, 559.90 451.70, 567.15 421.71, 564.82 421.17, 571.40 394.03))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,28,"POLYGON ((868.09 363.96, 900.00 364.38, 900.00 372.62, 896.98 372.31, 895.34 402.47, 900.00 402.79, 900.00 453.54, 898.32 453.05, 894.79 453.19, 890.15 453.26, 888.79 455.69, 871.48 453.29, 872.10 442.40, 872.41 416.88, 865.19 415.96, 868.09 363.96))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,29,"POLYGON ((650.23 407.96, 697.21 368.76, 715.95 391.01, 668.97 430.21, 650.23 407.96))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,30,"POLYGON ((780.04 377.48, 809.37 342.00, 830.13 356.36, 804.14 385.75, 803.64 390.16, 799.40 394.28, 780.04 377.48))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,31,"POLYGON ((580.95 330.28, 612.45 336.14, 608.87 355.21, 604.68 358.40, 599.10 365.11, 589.85 363.22, 585.90 366.98, 582.09 387.23, 573.74 385.69, 577.87 363.70, 574.77 363.11, 580.95 330.28))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,32,"POLYGON ((645.57 304.24, 667.36 285.46, 718.66 344.44, 696.84 363.22, 645.57 304.24))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,33,"POLYGON ((747.60 290.07, 764.14 269.32, 799.62 297.36, 803.16 294.87, 829.13 315.39, 809.97 339.38, 747.60 290.07))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,34,"POLYGON ((611.15 259.41, 630.34 244.20, 626.79 239.76, 664.56 209.83, 682.91 232.76, 647.39 260.91, 649.98 264.15, 628.53 281.14, 611.15 259.41))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,35,"POLYGON ((540.66 204.71, 562.84 184.30, 598.62 222.86, 570.20 248.98, 564.03 242.34, 570.27 236.61, 540.66 204.71))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,36,"POLYGON ((607.46 49.04, 605.71 66.27, 609.43 68.88, 606.51 81.57, 601.80 81.80, 583.10 74.97, 584.61 67.85, 581.43 67.00, 584.30 60.05, 584.44 57.44, 587.39 58.10, 589.65 44.28, 607.46 49.04))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,37,"POLYGON ((840.99 891.66, 851.72 890.34, 852.28 887.84, 868.66 885.82, 870.42 900.00, 842.01 900.00, 840.99 891.66))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,38,"POLYGON ((879.53 888.01, 888.10 887.01, 886.65 874.60, 895.41 873.58, 898.51 900.00, 880.94 900.00, 879.53 888.01))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,39,"POLYGON ((733.84 869.12, 758.63 871.91, 756.90 887.16, 752.42 886.65, 751.80 892.06, 731.49 889.76, 733.84 869.12))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,40,"POLYGON ((745.92 841.53, 761.61 842.51, 761.28 847.74, 763.89 847.91, 763.41 855.52, 766.54 856.53, 766.50 862.52, 752.38 862.46, 753.99 858.84, 751.86 854.41, 748.72 853.09, 745.19 852.87, 745.92 841.53))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,41,"POLYGON ((828.19 815.66, 849.43 813.04, 849.69 815.03, 857.88 814.02, 859.77 829.24, 830.34 832.88, 828.19 815.66))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,42,"POLYGON ((867.27 816.07, 875.11 815.76, 875.01 813.05, 884.67 812.67, 884.88 818.17, 892.71 817.86, 892.97 824.47, 886.06 829.26, 867.81 829.97, 867.27 816.07))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,43,"POLYGON ((743.14 805.76, 761.53 807.09, 761.15 812.44, 766.24 812.80, 765.13 828.13, 752.67 827.24, 747.98 823.21, 742.07 820.46, 743.14 805.76))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,44,"POLYGON ((868.97 790.41, 869.09 796.38, 859.87 796.54, 859.76 790.60, 868.97 790.41))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,45,"POLYGON ((743.49 774.40, 761.34 774.93, 761.21 779.35, 765.56 779.48, 765.14 793.85, 742.95 793.22, 743.49 774.40))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,46,"POLYGON ((827.26 772.58, 847.97 770.37, 850.11 790.24, 834.14 791.96, 833.90 789.70, 830.49 790.08, 829.59 781.76, 820.63 782.72, 820.12 777.87, 827.75 777.05, 827.26 772.58))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,47,"POLYGON ((889.28 755.33, 900.00 754.63, 900.00 772.50, 890.45 773.12, 889.28 755.33))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,48,"POLYGON ((741.53 741.71, 758.98 742.00, 758.90 747.44, 762.29 747.49, 762.16 755.50, 765.62 755.55, 765.48 763.21, 741.15 762.81, 741.53 741.71))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,49,"POLYGON ((814.79 742.71, 844.28 739.69, 846.15 757.78, 825.49 759.91, 824.33 748.68, 815.50 749.59, 814.79 742.71))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,50,"POLYGON ((889.59 723.16, 900.00 722.92, 900.00 741.95, 890.02 742.17, 889.59 723.16))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,51,"POLYGON ((750.02 710.31, 762.44 710.26, 762.46 714.67, 766.62 714.66, 766.67 728.26, 750.89 728.33, 750.87 721.78, 747.11 721.81, 747.07 715.40, 750.06 715.39, 750.02 710.31))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,52,"POLYGON ((814.43 708.18, 843.81 706.85, 844.66 725.54, 822.90 726.52, 822.35 714.55, 814.75 714.90, 814.43 708.18))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,53,"POLYGON ((678.59 673.30, 703.05 674.61, 702.27 689.06, 705.43 689.22, 702.23 748.06, 678.76 746.80, 680.29 718.25, 676.15 718.03, 678.59 673.30))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,54,"POLYGON ((891.86 694.17, 900.00 693.82, 900.00 713.55, 892.69 713.86, 891.86 694.17))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,55,"POLYGON ((813.51 682.21, 842.81 680.71, 843.76 698.88, 820.96 700.04, 820.40 689.05, 813.88 689.39, 813.51 682.21))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,56,"POLYGON ((744.51 673.80, 759.45 674.33, 759.32 677.59, 764.41 677.78, 763.84 693.99, 747.13 693.42, 747.41 685.58, 744.10 685.46, 744.51 673.80))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,57,"POLYGON ((754.68 635.89, 767.70 639.29, 764.22 657.67, 755.36 654.37, 755.83 648.12, 755.27 642.11, 754.68 635.89))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,58,"POLYGON ((828.95 633.53, 843.10 620.43, 855.57 633.77, 842.07 646.27, 840.62 644.74, 836.70 648.36, 827.43 638.43, 830.71 635.40, 828.95 633.53))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,59,"POLYGON ((877.72 617.11, 882.84 617.75, 883.30 614.12, 900.00 616.29, 900.00 632.62, 883.18 630.44, 883.34 629.28, 876.24 628.38, 877.72 617.11))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,60,"POLYGON ((675.10 589.46, 701.66 590.83, 698.35 653.51, 671.80 652.12, 675.10 589.46))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,61,"POLYGON ((761.75 598.77, 776.83 606.96, 774.74 610.79, 778.27 612.72, 774.27 620.03, 777.28 621.66, 775.29 625.29, 767.37 620.98, 766.41 622.74, 753.59 615.79, 756.20 613.06, 758.55 612.84, 760.24 615.17, 762.12 613.06, 764.87 605.47, 763.59 601.68, 761.75 598.77))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,62,"POLYGON ((772.12 587.37, 786.25 574.00, 798.38 586.70, 796.59 588.39, 799.60 591.53, 787.24 603.21, 772.12 587.37))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,63,"POLYGON ((796.09 565.29, 811.54 554.58, 821.69 569.06, 820.21 570.09, 823.27 574.45, 809.30 584.16, 796.09 565.29))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,64,"POLYGON ((824.91 549.84, 841.47 542.20, 848.80 557.95, 847.06 558.78, 849.02 562.97, 834.18 569.80, 824.91 549.84))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,65,"POLYGON ((860.89 547.41, 885.04 546.24, 885.54 556.20, 881.00 556.42, 881.27 562.12, 861.66 563.09, 860.89 547.41))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3728739,66,"POLYGON ((615.15 543.37, 644.55 518.87, 679.90 560.90, 652.75 583.53, 647.20 576.92, 652.55 572.48, 625.23 540.01, 617.64 546.33, 615.15 543.37))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,0,"POLYGON ((394.89 770.59, 402.04 768.06, 406.44 769.57, 410.42 769.95, 410.60 771.81, 409.63 773.08, 405.41 773.68, 405.36 781.11, 410.55 784.44, 410.10 786.56, 408.51 787.47, 406.93 789.00, 402.95 789.34, 399.70 802.81, 409.22 805.79, 409.38 807.14, 407.90 807.31, 407.33 809.79, 383.80 804.81, 384.87 797.86, 394.20 797.74, 395.06 786.95, 387.92 785.75, 390.12 778.64, 402.45 779.19, 403.06 773.85, 395.08 773.18, 394.89 770.59))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,1,"POLYGON ((340.68 613.32, 342.65 616.20, 342.43 619.25, 342.24 622.21, 341.98 628.85, 343.31 632.04, 345.35 634.23, 351.40 637.29, 355.68 636.83, 356.57 644.84, 353.71 649.86, 338.26 648.77, 333.39 643.43, 336.19 616.37, 340.68 613.32))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,2,"POLYGON ((199.73 437.91, 225.61 438.29, 225.94 457.55, 223.64 457.61, 223.77 462.69, 201.03 461.34, 199.73 437.91))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,3,"POLYGON ((11.94 347.48, 11.74 339.54, 13.72 339.49, 13.20 332.06, 19.97 330.40, 20.18 338.66, 30.60 337.08, 32.84 346.13, 31.76 349.62, 31.33 352.45, 32.64 364.64, 29.00 365.07, 26.85 365.28, 24.97 363.69, 23.21 359.58, 21.61 355.49, 21.69 352.03, 17.31 349.98, 15.77 347.87, 11.94 347.48))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,4,"POLYGON ((188.19 347.68, 188.99 338.20, 209.04 337.69, 211.33 344.47, 211.45 349.02, 205.12 349.00, 204.67 345.15, 203.73 343.27, 202.29 341.55, 200.01 342.47, 197.91 342.17, 196.72 344.13, 195.54 345.92, 194.17 347.70, 192.64 349.50, 190.35 350.09, 188.05 349.44, 188.19 347.68))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,5,"POLYGON ((555.34 211.96, 565.52 175.87, 571.74 173.85, 574.25 173.56, 577.20 174.11, 579.32 175.52, 580.24 178.21, 580.51 180.71, 580.78 183.41, 580.85 186.31, 580.93 189.22, 580.79 191.73, 580.22 194.26, 579.86 196.75, 578.68 199.49, 577.68 201.82, 575.65 203.54, 575.29 206.04, 572.59 207.15, 570.10 207.83, 566.76 207.92, 564.71 209.63, 565.81 212.11, 564.39 214.02, 555.34 211.96))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,6,"POLYGON ((465.25 194.94, 464.57 188.17, 501.48 185.61, 502.77 187.55, 502.60 190.90, 491.52 195.40, 483.15 193.89, 474.72 195.21, 467.75 195.63, 465.25 194.94))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,7,"POLYGON ((642.02 892.27, 651.42 870.23, 658.94 872.39, 661.88 865.37, 672.70 870.67, 664.35 889.35, 657.20 887.18, 656.15 889.56, 654.48 892.44, 649.59 891.32, 647.09 896.23, 642.02 892.27))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,8,"POLYGON ((860.84 719.75, 874.25 718.72, 875.19 730.99, 861.80 732.02, 860.84 719.75))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,9,"POLYGON ((705.56 692.49, 721.67 696.92, 721.22 698.80, 726.42 700.42, 725.82 704.58, 720.08 702.98, 713.95 722.31, 707.09 718.40, 704.92 713.77, 703.20 711.24, 702.45 704.54, 700.00 702.98, 700.40 700.50, 702.59 701.02, 705.56 692.49))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,10,"POLYGON ((786.25 613.52, 782.83 636.52, 752.44 632.05, 756.13 607.23, 776.14 610.16, 775.87 611.99, 786.25 613.52))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,11,"POLYGON ((698.79 609.62, 722.04 611.49, 721.22 625.08, 718.16 625.35, 716.72 623.33, 715.41 622.27, 712.67 623.12, 711.00 623.85, 709.22 623.52, 708.48 621.85, 706.50 621.61, 704.06 622.47, 702.23 620.54, 703.57 619.33, 701.35 617.33, 699.02 614.92, 698.12 614.66, 698.79 609.62))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,12,"POLYGON ((709.43 585.13, 685.48 577.24, 687.31 576.39, 688.44 572.70, 686.61 569.78, 688.71 565.86, 692.61 556.22, 700.67 558.54, 705.37 559.46, 707.34 557.37, 710.87 558.55, 711.34 560.84, 716.71 563.48, 709.43 585.13))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,13,"POLYGON ((754.86 555.85, 753.37 562.92, 750.69 562.37, 746.12 559.60, 747.25 554.27, 754.86 555.85))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,14,"POLYGON ((769.76 211.11, 795.89 219.26, 790.23 237.21, 787.96 236.51, 784.44 236.60, 782.79 240.84, 784.14 245.00, 781.56 247.17, 780.47 250.58, 759.41 244.01, 769.76 211.11))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,15,"POLYGON ((819.20 146.10, 823.60 139.71, 833.97 146.77, 829.56 153.16, 819.20 146.10))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,16,"POLYGON ((888.79 140.84, 883.20 148.02, 876.44 142.78, 882.01 135.62, 888.79 140.84))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,17,"POLYGON ((864.16 130.59, 856.42 141.47, 849.68 128.92, 849.40 121.09, 848.78 112.58, 845.72 102.36, 859.81 112.30, 852.59 122.45, 864.16 130.59))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,18,"POLYGON ((702.60 88.14, 699.99 95.04, 701.83 97.22, 700.62 102.09, 696.58 100.32, 692.97 110.67, 685.16 108.67, 685.19 105.48, 678.90 102.53, 676.47 107.23, 673.00 105.45, 675.78 101.85, 673.42 100.36, 675.93 94.77, 679.11 93.27, 682.45 85.46, 693.78 89.43, 695.17 86.40, 702.60 88.14))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,19,"POLYGON ((890.40 80.22, 877.84 95.13, 861.76 81.71, 865.38 77.42, 862.71 75.18, 864.96 72.48, 867.15 75.58, 871.44 78.44, 875.30 77.83, 877.54 76.20, 880.80 72.08, 890.40 80.22))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3729189,20,"POLYGON ((710.48 44.79, 713.47 40.63, 717.15 41.64, 719.18 43.26, 719.47 46.00, 719.40 47.53, 719.70 50.52, 722.80 54.31, 719.96 64.97, 703.94 58.21, 710.48 44.79))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730089,0,"POLYGON ((604.65 313.72, 620.87 319.81, 620.72 322.03, 681.40 345.97, 682.11 344.06, 691.84 347.72, 689.91 349.75, 696.82 352.35, 687.66 376.55, 597.35 341.16, 604.65 313.72))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730089,1,"POLYGON ((697.92 233.12, 724.60 242.29, 701.17 309.73, 674.49 300.55, 697.92 233.12))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730089,2,"POLYGON ((592.94 222.12, 596.18 231.96, 597.73 292.85, 597.06 295.84, 574.21 297.42, 570.92 295.75, 568.98 222.68, 592.94 222.12))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730089,3,"POLYGON ((715.14 155.83, 739.51 157.47, 735.89 210.13, 709.20 208.32, 712.60 158.87, 715.14 155.83))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730089,4,"POLYGON ((567.21 164.97, 663.90 165.12, 663.96 188.74, 662.23 191.54, 657.16 192.84, 647.46 192.18, 645.01 190.62, 637.11 189.34, 636.15 188.12, 633.54 188.54, 631.35 192.88, 625.90 191.66, 625.23 190.02, 624.57 189.10, 621.76 189.37, 620.01 190.46, 619.88 192.68, 617.05 192.51, 614.99 192.34, 615.25 188.87, 603.52 187.86, 600.02 185.98, 596.70 187.72, 589.73 187.01, 566.22 192.32, 566.70 185.05, 567.02 178.63, 567.17 173.45, 567.21 164.97))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730089,5,"POLYGON ((707.78 53.68, 734.23 53.19, 735.88 139.56, 709.41 140.06, 707.78 53.68))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730089,6,"POLYGON ((650.16 43.14, 652.47 137.65, 646.29 141.13, 635.60 140.36, 632.63 138.99, 625.57 139.26, 621.97 44.02, 650.16 43.14))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730089,7,"POLYGON ((812.43 46.49, 812.09 41.83, 819.98 41.23, 822.57 44.61, 875.55 43.88, 878.61 40.98, 886.69 40.55, 888.28 70.24, 813.93 74.24, 812.43 46.49))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,0,"POLYGON ((730.28 414.30, 729.56 434.03, 696.66 432.85, 697.38 413.12, 730.28 414.30))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,1,"POLYGON ((692.70 417.03, 692.24 432.69, 667.32 432.00, 667.77 416.20, 656.00 415.86, 656.07 405.67, 670.69 406.07, 670.30 416.40, 692.70 417.03))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,2,"POLYGON ((773.80 407.37, 803.77 407.34, 803.78 415.95, 799.46 415.95, 799.45 419.35, 773.81 419.38, 773.80 407.37))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,3,"POLYGON ((625.16 188.72, 624.81 194.43, 627.79 203.81, 631.59 215.90, 633.19 219.83, 632.02 222.61, 620.03 222.65, 614.28 222.56, 613.21 209.66, 612.64 197.49, 611.91 188.81, 625.16 188.72))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,4,"POLYGON ((625.01 153.65, 626.68 160.06, 625.12 167.56, 625.12 177.53, 625.81 184.97, 611.07 184.83, 610.29 154.02, 625.01 153.65))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,5,"POLYGON ((617.90 119.51, 631.15 120.17, 632.44 131.33, 630.02 134.87, 627.14 138.92, 625.24 142.94, 624.18 150.18, 616.95 151.37, 611.48 152.26, 609.42 150.07, 608.49 142.37, 609.32 135.64, 610.17 120.46, 617.90 119.51))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,6,"POLYGON ((614.33 77.58, 625.82 77.78, 623.93 81.31, 622.84 88.31, 623.60 98.23, 616.16 100.66, 609.63 99.32, 609.40 79.93, 614.33 77.58))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,7,"POLYGON ((610.54 36.63, 626.01 36.24, 626.74 68.45, 609.84 68.77, 609.39 40.90, 610.54 36.63))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,8,"POLYGON ((626.13 0.00, 627.38 23.82, 631.79 23.59, 632.00 27.47, 623.14 27.94, 623.39 32.44, 609.12 33.18, 607.38 0.00, 626.13 0.00))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,9,"POLYGON ((532.50 547.35, 535.57 584.63, 518.81 585.99, 516.33 555.87, 524.29 555.22, 523.70 548.07, 532.50 547.35))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,10,"POLYGON ((429.64 542.36, 440.18 541.49, 441.66 553.00, 443.98 556.49, 444.76 563.86, 440.77 564.41, 435.26 564.68, 431.37 563.45, 431.64 556.65, 430.80 552.83, 429.64 542.36))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,11,"POLYGON ((27.89 557.23, 27.45 548.07, 34.33 544.14, 38.35 539.54, 60.35 538.49, 61.18 555.65, 27.89 557.23))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,12,"POLYGON ((135.78 551.46, 114.32 552.61, 112.66 521.77, 134.12 520.63, 135.78 551.46))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,13,"POLYGON ((359.92 526.78, 362.00 526.72, 362.95 523.30, 369.18 523.14, 369.53 525.36, 383.94 524.83, 384.77 534.14, 383.83 537.84, 381.47 538.50, 365.72 538.59, 360.09 539.05, 359.92 526.78))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,14,"POLYGON ((275.20 519.77, 277.21 540.40, 268.91 540.93, 267.87 535.18, 256.15 535.48, 254.96 523.39, 275.20 519.77))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,15,"POLYGON ((69.34 525.58, 77.38 525.27, 77.02 516.29, 82.29 516.06, 82.59 523.63, 88.58 523.39, 88.76 527.71, 95.59 527.45, 96.13 540.75, 70.01 541.84, 69.34 525.58))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3730539,16,"POLYGON ((0.00 515.48, 4.52 515.45, 4.55 521.00, 15.83 520.93, 15.92 534.65, 2.51 534.74, 2.53 537.67, 0.00 537.69, 0.00 515.48))",1
